buggy_AG,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,1,1,1,0,8,2,1140,1,5,7.4,20,42,41.21,19
clean,clean,1,1,1,0,8,2,1143,1,7,6.85,33,43,42.21,20
clean,clean,1,1,1,0,6,1,691,1,5,180.32,18,44,43.2,25
clean,clean,1,1,1,0,6,1,707,1,7,11.39,23,45,44.2,26
clean,clean,1,1,1,0,2,2,1385,0,15,0.48,158,31,25.46,5
clean,clean,1,2,3,0.963746,11,10,337.67,1,9,30.38,18,9,8.47,7
buggy,buggy,1,2,2,0.899744,33,5,657,1,5,4.05,11,46,45.17,21
buggy,buggy,1,2,2,0.877962,33,4,658.5,1,7,3.78,18,47,46.17,22
clean,clean,1,1,1,0,0,1,1154,1,7,0,35,48,47.17,23
clean,clean,1,2,2,0.721928,4,1,328.5,0,8,40.35,15,49,48.16,24
clean,clean,1,2,2,0.721928,4,1,329.5,0,6,56.93,11,50,49.16,25
clean,clean,1,1,1,0,176,157,328,0,5,79.88,10,775,291.65,623
clean,clean,1,1,1,0,2,2,347,0,5,0.03,11,776,292.64,624
clean,clean,1,1,1,0,20,3,414,1,6,78.46,20,195,116.12,47
buggy,buggy,2,10,11,2.62027,436,93,123.55,0,11,36.71,4.36,16,15.07,12
buggy,buggy,1,2,2,0.735509,26,3,263,1,6,131.84,8.5,196,117.12,48
clean,clean,1,5,10,1.76758,1298,0,308.5,0,7,30.02,4.4,1,0.97,1
clean,clean,1,3,3,1.55666,3,4,134.67,0,4,80.46,4,51,50.07,26
clean,clean,1,2,4,2,24,20,308.5,0,1,0.04,0.25,2,1.97,2
clean,clean,1,3,3,1.55666,3,4,134.67,0,2,293.52,2.33,52,51.07,27
clean,clean,1,1,1,0,2,2,1385,0,15,0.9,159,32,26.41,6
clean,clean,3,4,4,1.6645,10,4,452,0,15,7.73,42,33,27.4,15
clean,clean,1,1,1,0,17,5,613,1,9,26.99,24,53,52.04,27
clean,clean,1,19,19,4.24793,19,0,47.21,0,6,11.97,0.84,17,16.04,5
clean,clean,1,2,2,1,32,6,738,1,14,91.74,100,54,53.02,28
clean,clean,1,2,2,1,32,6,782,1,16,12.75,109.5,55,54.02,29
clean,clean,1,1,1,0,2,1,97,1,5,80.84,20,56,55.01,30
clean,clean,1,1,1,0,3,1,97,1,4,227.69,16,57,56.01,31
buggy,buggy,1,1,1,0,0,2,152,0,5,12.42,5,34,28.38,5
buggy,buggy,1,1,1,0,18,2,456,1,5,10.54,15,197,117.91,49
clean,clean,1,1,1,0,18,2,423,1,4,105.18,12,198,118.91,50
clean,clean,3,5,6,1.54292,59,50,355.5,0,15,9.17,27.5,243,93.11,161
clean,clean,1,1,1,0,0,9,278,0,11,93.35,59,58,56.9,32
clean,clean,1,1,1,0,8,0,100,0,6,13.83,10,199,119.73,51
clean,clean,1,11,11,3.19644,262,142,66.18,0,7,74.7,3,24,18.82,12
clean,clean,1,3,7,2.62389,86,17,190.43,1,11,52.81,7.14,1525,673.23,1220
clean,clean,1,1,1,0,2,2,113,0,2,15.78,4,1526,674.22,96
clean,clean,1,5,5,1.67261,114,17,229.8,1,16,24.76,27,1527,675.22,1221
clean,clean,1,1,1,0,3,0,185,0,6,13.95,20,1528,676.21,1222
clean,clean,1,14,21,3.42171,248,174,339.24,1,19,12.59,19.48,1529,677.21,1223
clean,clean,1,1,1,0,2,2,91,0,6,9.78,17,1530,678.18,137
clean,clean,1,1,1,0,1,1,91,0,6,0.01,18,1531,679.17,138
clean,clean,1,1,1,0,1,1,83,0,2,14.11,2,1532,679.64,139
clean,clean,1,1,1,0,3,2,83,0,3,0.35,3,1533,680.63,1224
buggy,buggy,1,1,1,0,0,2,974,0,11,0.35,134,1534,681.63,1225
clean,clean,4,32,80,5.70191,6349,1,83.65,0,19,1.64,2.2,59,57.71,64
clean,clean,1,2,20,4.32193,320,0,71.2,0,1,0.02,0.05,60,58.71,29
buggy,buggy,1,1,2,0.726201,559,559,279.5,0,2,0.6,1.5,62,60.69,31
clean,clean,1,2,10,3.32193,60,40,168.7,0,10,66.63,4.2,119,81.18,10
clean,clean,2,3,4,0.74953,744,744,186,0,3,10.63,1.75,63,61.68,37
clean,clean,4,25,51,5.60911,342,275,105.35,0,18,68.45,2.22,120,82.17,96
clean,clean,1,1,1,0,16,0,128,0,4,62.65,7,121,83.17,12
clean,clean,1,1,1,0,0,15,80,0,4,10.53,7,244,93.93,140
clean,clean,1,1,1,0,17,1,33,0,1,0.18,2,122,84.17,13
clean,clean,1,2,2,0.397595,216,0,35,0,1,2.3,0.5,8,7.81,5
buggy,buggy,1,1,1,0,15,11,87,0,1,0,2,9,8.81,6
clean,clean,1,5,5,1.91911,423,376,154.8,0,2,4.59,4.2,10,9.81,3
clean,clean,1,3,3,1.46425,108,3,12.33,0,1,25.72,0.33,11,10.81,4
clean,clean,2,23,55,5.01786,0,101,95.91,0,9,9.63,1.15,64,62.62,68
clean,clean,0,0,0,0,0,0,0,0,0,0,0,777,292.33,0
clean,clean,1,2,5,1.96905,100,54,103.4,0,9,0.65,4.2,65,63.6,34
clean,clean,1,2,5,1.96905,100,54,103.4,0,9,0.66,4.2,66,64.6,35
clean,clean,1,1,4,1.99911,25,24,380.5,0,2,1.95,0.5,12,11.78,7
clean,clean,1,7,7,2.42573,326,0,22.57,0,4,0.22,3,13,12.75,8
clean,clean,1,1,1,0,15,0,1391,0,15,1.56,163,14,13.75,0
buggy,buggy,1,1,1,0,22,8,379,0,3,1.57,11,15,14.75,5
buggy,buggy,1,1,1,0,0,83,83,0,3,2.1,5,1535,680.3,1226
clean,clean,1,3,5,2.03519,73,61,127.6,0,10,2.57,17.6,1536,681.29,1227
buggy,buggy,1,4,4,1.65396,51,16,98,0,10,8.83,12.25,1537,682.29,140
clean,clean,1,1,1,0,19,0,72,0,2,2.35,5,16,15.74,6
clean,clean,1,2,6,2.17418,60,1,98.17,1,9,2.36,3.5,67,65.25,36
clean,clean,1,2,6,2.17418,60,1,98.17,1,9,2.36,3.5,68,66.25,37
buggy,buggy,2,3,5,1.8629,58,107,116.2,0,12,5.88,21.2,35,29.06,31
clean,clean,1,1,1,0,6,1,65,1,8,3.32,10,69,67.22,38
clean,clean,1,1,1,0,6,1,65,1,8,3.32,10,70,68.22,39
clean,clean,1,1,1,0,0,4,718,1,12,2.86,21,71,69.21,36
clean,clean,1,1,1,0,0,4,718,1,12,2.86,21,72,70.21,37
clean,clean,1,1,1,0,6,3,714,1,12,0.01,22,73,71.21,38
clean,clean,1,1,1,0,6,3,714,1,12,0.01,22,74,72.21,39
clean,clean,1,1,1,0,17,7,717,1,12,0.01,23,75,73.21,40
clean,clean,1,1,1,0,17,7,717,1,12,0.01,23,76,74.21,41
buggy,buggy,1,2,5,1.84277,38,4,61,1,9,2.74,3,77,75.18,40
clean,clean,1,2,5,1.84277,38,4,61,1,9,2.74,3,78,76.18,41
clean,clean,1,2,2,1,80,80,443,0,10,6.52,12.5,79,77.05,6
clean,clean,1,2,2,1,80,80,443,0,10,6.52,12.5,80,78.05,7
buggy,buggy,1,1,1,0,34,0,67,0,3,18.19,4,197,103.28,113
clean,clean,1,1,1,0,34,0,67,0,3,18.2,4,198,104.28,114
clean,clean,1,4,6,2.50868,113,2,143.83,0,8,3.76,5.33,81,79.02,42
clean,clean,1,4,6,2.51868,115,3,143.83,0,8,3.77,5.33,82,80.02,43
clean,clean,2,4,4,1.18269,40,134,193.75,0,3,2.52,6,17,16.68,16
buggy,buggy,1,1,1,0,36,20,186,0,2,4.4,2,18,17.68,10
clean,clean,1,1,1,0,0,1,339,0,3,0.03,13,19,18.67,8
buggy,buggy,1,1,1,0,34,35,101,0,3,0.2,5,10,9.3,8
clean,clean,1,1,1,0,34,34,101,0,3,0.21,5,11,10.3,9
clean,clean,1,7,11,3.03151,82,32,80,0,4,2.52,2.09,20,19.67,9
clean,clean,1,1,1,0,22,1,122,0,5,4.02,11,83,80.97,44
buggy,buggy,1,1,1,0,22,1,122,0,5,4.02,11,84,81.97,45
clean,clean,1,3,3,1.57458,20,11,176.33,0,3,0.12,6.67,21,20.66,10
clean,clean,1,1,1,0,2,5,344,0,3,0.01,16,22,21.66,11
clean,clean,1,4,4,1.54347,241,0,85.25,0,3,0.01,4.25,23,22.66,12
clean,clean,1,1,1,0,1,4,344,0,3,0.05,18,24,23.66,13
buggy,buggy,1,1,1,0,66,11,158,0,3,4.72,16,687,394.49,94
clean,clean,1,1,1,0,66,11,158,0,3,4.73,16,688,395.48,95
clean,clean,1,1,1,0,0,1,341,0,3,0.14,19,25,24.65,14
clean,clean,1,1,1,0,15,2,91,0,5,4.67,10,85,82.83,46
buggy,buggy,1,1,1,0,15,2,91,0,5,4.67,10,86,83.82,47
clean,clean,1,1,1,0,3,0,144,0,7,16.16,37,36,29.91,7
clean,clean,1,1,1,0,3,0,142,0,7,2.6,38,37,30.91,8
clean,clean,1,2,2,0.943602,55,17,56,0,1,0.35,0.5,26,25.61,15
clean,clean,1,1,1,0,14,6,335,0,6,4.93,17,87,84.77,48
clean,clean,1,1,1,0,14,6,335,0,6,4.93,17,88,85.77,49
clean,clean,1,1,1,0,55,7,343,0,7,0.02,18,89,86.76,50
clean,clean,1,1,1,0,55,7,343,0,7,0.02,18,90,87.76,51
clean,clean,1,1,1,0,49,7,309,0,3,5.52,6,27,26.6,11
clean,clean,1,2,2,0.619382,1,12,75,0,1,0.26,1,28,27.59,16
clean,clean,1,2,4,1.92193,5,5,198,0,8,1.16,7,91,88.63,52
clean,clean,1,2,4,1.92193,5,5,198.25,0,8,1.16,7,92,89.63,53
clean,clean,2,3,4,1.58211,108,2,186.5,0,11,4.66,12,93,90.57,96
clean,clean,2,3,4,1.64931,111,2,186.75,0,11,4.66,12,94,91.57,98
clean,clean,2,3,3,1.5,11,5,346.33,1,11,7.19,18,95,92.31,100
clean,clean,2,3,3,1.5,11,5,346.33,1,11,7.19,18,96,93.31,102
clean,clean,1,1,1,0,1,1,266,0,5,0.01,7,97,94.31,46
buggy,buggy,1,5,8,2.68485,118,96,298.5,0,17,9.84,34,1538,676.65,1228
clean,clean,1,5,8,2.68485,118,96,298.5,0,17,9.89,34,1539,677.6,1229
buggy,buggy,1,1,1,0,29,5,60,1,2,350.57,2,98,94.58,47
clean,clean,1,1,1,0,29,5,60,1,4,10.26,6,99,95.58,48
clean,clean,1,1,1,0,29,5,60,1,4,10.26,6,100,96.58,49
clean,clean,1,1,1,0,0,1,1102,1,17,0.71,196,1540,677.98,1230
clean,clean,1,1,1,0,0,1,1102,1,17,0.66,196,1541,678.98,1231
clean,clean,1,1,1,0,1,1,1406,0,16,7.87,164,38,31.53,8
clean,clean,2,2,2,0.99403,11,0,836.5,0,16,4.73,86,12,11.12,1
clean,clean,1,11,17,3.45701,139,67,85.65,0,4,6.57,2.24,689,391.84,24
clean,clean,1,4,4,1.11248,35,33,62.25,0,1,7.61,0.5,690,392.84,96
clean,clean,2,2,2,0.918296,3,3,900.5,0,18,5.65,97.5,13,12.11,12
clean,clean,1,1,1,0,4,4,302,0,2,10.92,11,691,393.66,97
clean,clean,1,1,1,0,12,12,302,0,2,0,12,692,394.66,98
clean,clean,1,1,1,0,1,1,1412,0,16,0.05,167,693,395.66,127
clean,clean,1,1,1,0,1,0,1412,0,16,0.05,168,694,396.62,128
clean,clean,1,1,1,0,0,7,1413,0,16,0,169,695,397.62,129
clean,clean,1,1,2,0.999711,93,7,274,0,7,10.7,6.5,101,97.29,58
clean,clean,1,1,2,0.999711,93,7,274,0,7,10.7,6.5,102,98.29,59
clean,clean,1,1,1,0,6,0,267,0,2,32.5,13,14,13.1,1
clean,clean,1,1,1,0,6,0,1391,0,15,12.14,162,15,14.1,3
clean,clean,2,40,44,4.71905,543,347,128.36,1,16,21.15,2.86,1542,678.81,142
clean,clean,2,40,44,4.73327,549,352,128.32,1,16,10.62,2.91,1543,679.72,144
clean,clean,1,7,9,2.34738,388,139,76.89,0,11,4.76,4.78,1544,680.72,143
clean,clean,2,6,6,1.38586,25,271,149.5,0,4,9.1,4.33,29,28.12,29
clean,clean,1,1,1,0,17,17,323,0,3,0.03,22,696,397.92,25
buggy,buggy,1,1,2,0.340644,0,363,181.5,0,10,11.83,15.5,697,398.91,130
clean,clean,1,1,2,0.340644,0,363,181.5,0,10,11.84,15.5,698,399.9,131
clean,clean,1,2,3,1.54608,89,1,120.67,0,3,192.4,2.33,103,99.04,60
clean,clean,1,2,3,1.31051,73,1,125.67,0,5,7.82,4.67,104,100.04,61
clean,clean,1,2,3,1.31051,73,1,125.67,0,5,7.82,4.67,105,101.04,62
clean,clean,3,14,14,3.64796,31,21,200.43,0,17,19.54,6.71,106,102.03,121
clean,clean,3,14,14,3.64796,31,21,200.43,0,17,19.54,6.71,107,103.03,124
clean,clean,1,1,1,0,7,5,219,1,4,9.44,8,1545,680.88,1232
clean,clean,1,1,1,0,7,5,219,1,3,9.97,8,1546,681.88,1233
clean,clean,2,4,4,0.532175,615,1,103.5,0,3,3.56,6.5,30,28.99,31
clean,clean,1,9,8,2,4,4,106.25,0,11,1.97,5.5,1547,681.85,144
clean,clean,1,2,2,0.918296,2,1,106.5,0,2,3.16,2,31,29.97,19
clean,clean,1,1,1,0,1,1,38,0,1,9.28,1,32,30.96,20
buggy,buggy,1,1,1,0,9,1,112,0,1,0.3,2,699,399.19,48
clean,clean,1,2,2,0.899744,10,9,317,0,8,13.3,9.5,1548,682.56,97
clean,clean,3,6,6,2.17408,17,53,359.5,0,16,7.4,30,1549,683.55,1442
clean,clean,1,1,1,0,9,2,163,0,3,14.46,9,33,31.91,14
buggy,buggy,1,1,1,0,0,4,94,0,2,0.68,3,34,32.91,21
clean,clean,1,1,1,0,18,6,790,1,9,14.85,113,1550,683.91,1235
clean,clean,1,1,1,0,11,9,494,1,10,14.85,93,1551,684.91,1236
clean,clean,1,16,18,2.50926,10,480,106.67,0,12,11.59,2.72,1553,685.66,147
clean,clean,2,7,24,4.22386,9,1596,231.13,0,15,15.09,3.29,108,102.72,75
buggy,buggy,2,8,25,4.25203,9,1606,227.72,0,15,14.56,3.2,109,103.72,77
buggy,buggy,1,1,1,0,3,2,59,1,6,16.59,13,110,104.7,67
clean,clean,1,1,1,0,3,2,59,1,6,16.59,13,111,105.7,68
clean,clean,1,4,4,2,4,4,135.25,0,6,24.42,4,1554,685.31,99
clean,clean,1,1,1,0,0,2,343,0,3,3.89,24,35,33.64,22
clean,clean,3,14,15,2.75319,41,124,23.93,0,7,49.19,0.87,125,84.44,91
clean,clean,1,1,1,0,1,1,1397,0,15,6.21,163,34,11.12,6
clean,clean,1,1,1,0,1,1,38,0,1,3.96,2,36,34.61,23
clean,clean,2,6,6,2.49492,12,10,88.67,0,7,18.45,5.17,1555,685.71,248
clean,clean,2,6,6,2.48548,10,10,88.83,0,7,20.82,5,1556,686.71,250
clean,clean,1,1,1,0,2,2,362,0,7,13.95,20,112,106.41,69
clean,clean,1,1,1,0,2,2,362,0,7,13.96,20,113,107.41,70
clean,clean,1,1,1,0,21,2,290,0,3,21.81,11,114,108.41,71
clean,clean,1,1,1,0,21,2,147,0,7,126.3,9,115,109.39,72
clean,clean,1,1,1,0,5,2,163,0,10,17.84,14,116,110.39,73
clean,clean,1,1,1,0,5,2,163,0,10,17.84,14,117,111.39,74
buggy,buggy,1,1,1,0,80,11,564,0,1,4.84,1,37,35.56,15
clean,clean,1,2,2,0.650022,4,8,335,1,8,225.05,25.5,118,112.33,52
clean,clean,1,2,2,0.650022,4,8,336.5,1,10,18.6,28.5,119,113.33,53
clean,clean,1,2,2,0.650022,4,8,336.5,1,10,18.6,28.5,120,114.33,54
clean,clean,1,1,1,0,5,12,96,0,2,4.96,5,38,36.54,16
clean,clean,2,2,2,1,130,0,0,0,0,0,0,127,86.26,29
clean,clean,3,4,4,1.41786,130,12,5.5,0,4,2.33,1,128,87.26,49
clean,clean,1,1,1,0,10,0,0,0,0,0,0,1557,687.07,1238
clean,clean,1,1,1,0,10,0,0,0,0,0,0,1558,688.07,1239
clean,clean,1,8,10,2.8526,45,54,119.5,1,13,18.39,11.5,1559,689.07,1240
clean,clean,1,8,10,2.85351,43,54,119.5,1,13,16.95,11.6,1560,690,1241
clean,clean,1,1,1,0,1,1,365,0,3,18.89,29,39,37.51,17
clean,clean,1,1,1,0,1,1,365,0,3,0,30,40,38.51,18
clean,clean,1,1,1,0,3,3,73,0,5,19.13,6,245,92.77,3
clean,clean,5,8,8,2.89992,8,104,346.75,0,17,10.78,24.75,16,14.79,18
clean,clean,1,1,1,0,0,24,1622,0,16,0.01,173,25,19.01,0
clean,clean,1,1,1,0,12,0,1598,0,17,0,174,26,20.01,1
buggy,buggy,1,1,1,0,3,3,474,0,1,3.88,1,27,21,3
clean,clean,3,6,6,2.52164,7,7,400.83,0,17,7.89,32,17,15.79,19
clean,clean,1,1,1,0,5,5,633,0,1,0.97,2,41,39.46,19
clean,clean,1,1,1,0,5,0,79,0,5,18.31,19,18,16.79,13
clean,clean,2,5,7,2.53517,82,2,71,0,7,44.62,2.43,129,88.11,37
buggy,buggy,2,5,7,2.53517,82,2,71,0,7,31.15,2.57,130,89.11,39
clean,clean,4,35,52,4.39644,710,1240,201.04,0,20,19.1,7.35,18,16.15,20
clean,clean,1,2,2,1,10,0,86,0,7,2.74,8.5,28,21.99,6
clean,clean,1,1,1,0,55,13,186,0,6,0.02,16,19,17.15,3
clean,clean,2,3,3,1.16744,8,11,90,0,4,18.51,7.67,1561,690.26,1392
buggy,buggy,2,3,3,1.16744,8,11,90,0,3,33.5,7.33,1562,691.26,1394
buggy,buggy,2,3,4,1.64571,9,8,455.25,1,2,2.59,0.75,1563,692.24,1396
buggy,buggy,1,1,2,0.998364,14,7,214,1,7,19.83,9,1564,693.13,1245
clean,clean,1,1,1,0,17,2,1610,0,17,0.39,176,1565,694.11,65
clean,clean,1,1,1,0,17,2,1397,0,16,2.21,164,1566,695.1,66
clean,clean,3,6,6,2.35275,14,14,330.17,0,18,12.69,32.5,3,2.8,0
clean,clean,2,2,2,0.918296,9,0,184.5,0,8,7.19,12.5,4,3.8,3
clean,clean,1,1,1,0,6,0,1625,0,18,0.38,178,246,93.66,13
clean,clean,3,25,26,4.65598,403,7,26.35,0,12,93.65,1.27,131,89.94,104
clean,clean,3,24,25,4.59759,387,7,27,0,12,97.33,1.28,132,90.94,107
clean,clean,3,6,6,2.01234,36,84,390,0,20,2.44,31,29,22.95,15
clean,clean,1,1,1,0,2,2,1604,0,18,0.02,180,42,40.35,1
clean,clean,1,1,1,0,7,2,126,0,3,9.76,14,43,41.35,24
clean,clean,1,1,1,0,1,1,1604,0,18,0.01,181,44,42.35,2
buggy,buggy,1,1,1,0,10,46,83,0,17,31.79,36,779,287.22,77
clean,clean,1,1,1,0,0,18,100,0,7,34.38,22,121,114.73,12
clean,clean,1,1,1,0,0,12,186,0,5,34.48,19,1567,695.36,1246
clean,clean,1,1,1,0,11,18,186,0,7,1.15,21,1568,696.36,1247
clean,clean,1,1,1,0,5,0,182,0,5,20.64,15,780,288.19,626
clean,clean,1,1,1,0,25,7,54,1,4,20.64,6,1569,697.33,1248
clean,clean,1,1,1,0,25,7,54,1,4,20.64,6,1570,698.33,1249
clean,clean,1,1,1,0,3,0,444,0,7,20.65,37,1571,699.32,1250
clean,clean,1,1,1,0,3,0,444,0,7,20.65,37,1572,700.32,1251
clean,clean,1,1,1,0,5,0,182,0,5,20.7,15,781,289.17,627
clean,clean,1,1,2,0.896038,31,1,464,1,7,20.71,11.5,122,115.7,55
clean,clean,1,1,1,0,2,2,1412,0,16,0.86,165,782,290.16,78
clean,clean,1,1,2,0.995727,22,4,479,1,8,0.04,12,123,116.69,56
clean,clean,1,1,1,0,2,2,1604,0,18,0.22,182,783,291.15,79
buggy,buggy,3,7,7,2.23963,18,7,411.57,0,20,0.84,32.57,30,23.93,24
clean,clean,1,3,4,1.5,2,2,30.75,0,3,27.1,1.5,20,18.08,10
clean,clean,1,3,4,1.5,2,2,30.75,0,4,23.35,1.75,21,19.08,11
buggy,buggy,1,1,1,0,4,1,268,0,6,20.56,12,22,20.08,12
buggy,buggy,1,2,2,1,2,2,31.5,0,2,10.64,1,45,43.25,25
clean,clean,1,1,1,0,35,3,25,0,1,7.74,1,46,44.24,26
clean,clean,1,2,2,0.950956,24,3,970,1,11,18.44,31.5,784,291.86,54
clean,clean,1,1,1,0,1,1,74,0,2,3.92,2,31,24.89,7
clean,clean,2,9,13,2.84468,25,193,96.85,0,5,11.07,3.38,47,45.22,27
clean,clean,1,7,8,2.6715,416,0,0,0,0,0,0,48,46.22,28
clean,clean,1,8,4,0,0,0,68.5,0,2,8.55,2,49,47.22,29
clean,clean,1,1,1,0,2,1,321,0,3,0.01,26,50,48.22,30
clean,clean,2,2,2,0.999571,21,20,204,0,4,0.03,14.5,51,49.22,32
clean,clean,1,2,2,0.929364,26,3,970,1,11,18.56,31.5,785,292.82,55
clean,clean,1,1,1,0,28,2,651,0,4,9.95,19,700,394.32,99
clean,clean,1,1,1,0,28,1,651,0,4,9.89,19,701,395.3,100
clean,clean,1,1,1,0,6,5,166,0,9,21.85,19,786,293.74,628
buggy,buggy,1,1,1,0,1,1,1615,0,18,0.96,184,787,294.74,80
clean,clean,1,1,1,0,3,3,73,0,5,21.71,6,247,94.47,4
buggy,buggy,2,11,18,3.70431,1352,3,5,0,2,0.02,0.28,52,50.18,34
clean,clean,3,5,5,2.27881,45,9,468,0,20,0.93,42,32,25.87,27
clean,clean,2,27,45,5.49185,720,0,80.89,0,19,97.92,3.2,133,91.59,88
clean,clean,4,32,58,5.85798,928,0,84.6,0,21,73.8,2.55,134,92.59,93
clean,clean,2,2,2,1,0,12,936,0,18,1.43,97.5,19,17.65,9
clean,clean,1,7,22,4.0962,241,155,73.23,0,13,33.81,1.64,135,93.53,67
clean,clean,4,27,53,5.69594,835,89,36.81,0,13,12.24,0.51,136,94.53,93
clean,clean,1,1,1,0,16,0,9,0,3,105.03,4,137,95.53,69
clean,clean,1,7,9,2.53965,61,35,257.11,0,13,23.82,12.11,20,18.59,14
clean,clean,1,1,1,0,3,3,1603,0,19,0.93,188,53,50.91,3
clean,clean,1,2,2,0.970951,5,5,108,0,2,6.4,1,21,19.58,3
clean,clean,1,15,31,4.48636,59,59,307,0,21,18.3,8.81,22,20.57,15
clean,clean,1,1,1,0,1,0,49,0,2,23.25,3,54,51.84,3
clean,clean,1,1,1,0,1,1,120,0,2,2.82,6,55,52.84,33
clean,clean,1,1,1,0,1,1,633,0,1,4.96,3,56,53.84,20
clean,clean,3,8,8,2.69896,58,44,173.13,0,13,3.32,7.38,33,26.72,33
clean,clean,1,1,1,0,5,5,1603,0,19,0.57,189,57,54.83,4
clean,clean,1,14,17,3.91717,672,0,0,0,0,0,0,58,55.81,34
clean,clean,2,4,4,1.74647,7,8,217,0,7,7.27,5.75,34,27.7,15
clean,clean,1,2,2,0.085326,842,0,60,0,2,0.24,3.5,59,56.77,35
clean,clean,1,1,1,0,5,1,499,1,11,1.93,97,24,21.88,5
clean,clean,3,10,10,2.3914,19,14,257.2,0,19,20.73,21.5,35,28.68,22
clean,clean,3,6,8,2.03852,74,17,238.88,0,19,0.42,25.13,69,49.33,74
clean,clean,1,1,1,0,2,2,1412,0,16,4.73,166,138,96.01,15
clean,clean,1,1,1,0,2,2,1614,0,20,0.02,192,139,97.01,16
clean,clean,1,1,1,0,2,2,119,0,1,3.85,1,60,57.69,36
clean,clean,1,15,31,4.48636,59,59,307,0,21,1.4,8.84,23,21.5,16
clean,clean,1,1,1,0,2,6,261,0,2,39.41,2,36,29.64,16
clean,clean,1,1,1,0,1,2,221,1,3,12.82,9,1573,696.44,1252
clean,clean,1,2,1,0,1,1,38,0,1,3.98,4,61,58.67,37
clean,clean,1,1,1,0,2,0,38,0,1,0,5,62,59.67,38
clean,clean,2,9,9,3.02864,16,18,187.11,0,8,6.74,4.78,37,30.64,19
clean,clean,1,3,6,2.05213,0,1038,173,0,9,29.78,4.5,38,31.64,7
clean,clean,3,45,82,5.26826,0,6582,103.18,0,26,46.76,6.33,39,32.64,29
buggy,buggy,1,1,4,1.73147,23,16,172.75,0,7,24.97,8,788,294.27,18
clean,clean,1,1,4,1.73147,23,16,172.75,0,7,24.98,8,789,295.27,19
clean,clean,1,1,1,0,5,5,1412,0,16,0.32,167,200,115.51,28
clean,clean,1,1,1,0,19,1,129,0,2,0.86,8,63,60.64,39
clean,clean,1,5,10,2.5098,1045,0,0,0,0,0,0,790,296.26,629
clean,clean,1,1,1,0,17,7,1412,0,16,0.06,168,702,393.22,132
buggy,buggy,1,1,1,0,4,0,1422,0,16,0,169,703,394.22,133
clean,clean,1,1,2,0.187871,209,0,0,0,0,0,0,791,297.23,630
clean,clean,1,1,1,0,16,0,1152,0,8,25.81,37,1574,697.14,85
clean,clean,1,1,1,0,16,0,1152,0,8,25.81,37,1575,698.13,86
clean,clean,0,0,0,0,0,0,0,0,0,0,0,201,116.47,0
buggy,buggy,3,5,5,2.2999,14,8,372,0,20,4.97,42,5,4.73,3
clean,clean,1,1,1,0,12,0,1426,0,16,0.24,170,704,395.04,134
clean,clean,1,1,2,0.163551,208,0,0,0,0,0,0,705,396.03,14
buggy,buggy,1,1,2,0.163551,208,0,0,0,0,0,0,706,397.03,15
buggy,buggy,1,1,1,0,9,1,122,0,3,4.84,7,707,398.02,45
clean,clean,1,23,28,4.43951,1758,2,10.79,0,3,0.16,1,1576,698.84,0
clean,clean,1,1,1,0,1,1,1117,1,2,6.5,3,1577,699.82,1253
clean,clean,3,5,5,2.2999,14,8,372,0,20,1.38,42.2,6,5.72,6
clean,clean,1,1,36,5.15559,1593,6,1.81,0,3,0.43,0.14,7,6.72,0
buggy,buggy,1,1,36,5.15559,1593,6,1.81,0,3,0.43,0.14,8,7.72,1
clean,clean,1,1,1,0,1,1,1583,0,20,0.28,196,203,118.36,30
clean,clean,1,1,1,0,2,2,1438,0,16,0.44,171,204,119.36,31
clean,clean,1,1,1,0,7,7,1583,0,20,0.51,195,205,120.36,32
clean,clean,1,1,1,0,32,1,507,1,7,26.51,31,124,115.95,57
clean,clean,1,6,12,2.77283,1254,0,0,0,0,0,0,206,121.36,53
clean,clean,1,6,12,2.77283,1254,0,0,0,0,0,0,207,122.36,54
buggy,buggy,3,45,82,5.26826,6582,0,22.99,0,21,0.01,2.73,40,33.56,32
clean,clean,2,2,2,0.353359,15,15,869.5,0,20,1.32,99,1578,700.43,220
clean,clean,3,6,6,1.79521,40,46,145,1,5,19.36,2.5,1579,701.43,1409
buggy,buggy,2,6,6,0.918296,3,3,289.17,0,20,0.88,33.33,70,50.2,66
clean,clean,1,2,3,1.42268,20,2,442,1,11,17.79,25.33,125,116.91,58
buggy,buggy,1,1,1,0,272,0,0,0,0,0,0,4,2.81,0
clean,clean,1,1,1,0,2,2,119,0,1,1.21,2,64,61.49,40
clean,clean,1,1,1,0,272,0,0,0,0,0,0,5,3.81,1
clean,clean,1,1,1,0,2,2,291,1,3,1.28,4,35,12,23
clean,clean,1,1,1,0,1,1,1438,0,16,0.24,172,208,123.31,33
clean,clean,1,1,1,0,6,6,1620,0,20,0.14,199,209,124.31,34
clean,clean,1,1,1,0,1,1,1583,0,20,0.15,197,210,125.31,35
clean,clean,1,1,1,0,1,1,223,0,2,1.28,3,41,34.54,8
clean,clean,1,1,1,0,5,4,1620,0,20,0.15,200,211,126.28,36
clean,clean,1,1,1,0,1,1,223,0,2,1.31,3,42,35.53,9
clean,clean,1,1,1,0,5,0,72,0,5,7.31,15,43,36.53,17
buggy,buggy,1,1,1,0,100,0,1583,0,20,0.19,198,44,37.53,8
